name,type,ownership,authority,status,longitude,latitude,F15Regions,DName2016,CName2016,SName2016,scode,costituenc,d,c,s,p,pc2016,mpopn,fpopn,SexRatio,tpopn,hf_id
Wakiso Epi Centre HC III GOVT,HC III,Government,MOH,Functional,32.46871,0.35999,GREATER KAMPALA,WAKISO,BUSIRO,WAKISO,113113,BUSIRO COUNTY EAST,WAKISO,BUSIRO,WAKISO,BUKASA,11311301,5982,5891.0,101.5,11873.0,HF0956
Wakiso HC IV,HC IV,Government,MOH,Functional,32.4774,0.39639,GREATER KAMPALA,WAKISO,BUSIRO,WAKISO TOWN COUNCIL,113114,BUSIRO COUNTY EAST,WAKISO,BUSIRO,WAKISO TOWN COUNCIL,MPUNGA WARD,11311405,3626,4199.0,86.4,7825.0,HF0957
Ongutoi HC III,HC III,Private Not For Profit,CSO,Functional,33.80838,1.88767,TESO,AMURIA,AMURIA,ABARILELA,216101,AMURIA COUNTY,AMURIA,AMURIA,ABARILELA,ASILANG,21610102,1693,1736.0,97.5,3429.0,HF0959
Abarilela HC III,HC III,Government,MOH,Functional,33.81817,1.962,TESO,AMURIA,AMURIA,ABARILELA,216101,AMURIA COUNTY,AMURIA,AMURIA,ABARILELA,DODOS,21610103,1485,1646.0,90.2,3131.0,HF0960
Acowa HC III,HC III,Government,MOH,Functional,33.79804,2.07524,TESO,AMURIA,KAPELEBYONG,ACOWA,216201,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,ACOWA,ACOWA,21620102,2556,2609.0,98.0,5165.0,HF0963
Amuria HC IV,HC IV,Government,MOH,Functional,33.64034,2.03481,TESO,AMURIA,AMURIA,AMURIA TOWN COUNCIL,216103,AMURIA COUNTY,AMURIA,AMURIA,AMURIA TOWN COUNCIL,ALIRA,21610302,1094,1202.0,91.0,2296.0,HF0966
Amucu HC III,HC III,NGO,UCMB,Functional,33.67408,2.05113,TESO,AMURIA,AMURIA,APEDURU,216104,AMURIA COUNTY,AMURIA,AMURIA,APEDURU,APEDURU,21610403,2044,2170.0,94.2,4214.0,HF0968
Asamuk HC III,HC III,Government,MOH,Functional,33.70098,1.97926,TESO,AMURIA,AMURIA,ASAMUK,216105,AMURIA COUNTY,AMURIA,AMURIA,ASAMUK,ASAMUK TOWN BOARD,21610503,632,688.0,91.9,1320.0,HF0970
St. Francis Acumet HC III,HC III,Private Not For Profit,UCMB,Functional,33.73288,2.18516,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,NYADA,21620306,1668,1757.0,94.9,3425.0,HF0974
Kapelebyong HC IV,HC IV,Government,MOH,Functional,33.77463,2.27848,TESO,AMURIA,KAPELEBYONG,KAPELEBYONG,216203,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG TOWN BOARD,21620305,1270,1342.0,94.6,2612.0,HF0975
Amusus HC III,HC III,Government,MOH,Functional,33.56362,2.12311,TESO,AMURIA,AMURIA,KUJU,216106,AMURIA COUNTY,AMURIA,AMURIA,KUJU,AOJAKITOI,21610605,981,1049.0,93.5,2030.0,HF0979
Morungatuny HC III,HC III,Government,MOH,Functional,33.47681,2.17372,TESO,AMURIA,AMURIA,MORUNGATUNY,216107,ORUNGO COUNTY,AMURIA,AMURIA,MORUNGATUNY,OLWA,21610706,1545,1595.0,96.9,3140.0,HF0981
Obalanga HC III,HC III,Government,MOH,Functional,33.59197,2.20505,TESO,AMURIA,KAPELEBYONG,OBALANGA,216204,KAPELEBYONG COUNTY,AMURIA,KAPELEBYONG,OBALANGA,OBALANGA TOWN BOARD,21620406,1253,1381.0,90.7,2634.0,HF0983
Ococia (Orungo) St. Clare HC III,HC III,Private Not For Profit,UCMB,Functional,33.472,2.06038,TESO,AMURIA,AMURIA,OGOLAI,216108,ORUNGO COUNTY,AMURIA,AMURIA,OGOLAI,OCOCIA,21610803,1657,1881.0,88.1,3538.0,HF0986
Orungo HC III,HC III,Government,MOH,Functional,33.45251,2.04456,TESO,AMURIA,AMURIA,ORUNGO,216109,ORUNGO COUNTY,AMURIA,AMURIA,ORUNGO,ORUNGO TOWN BOARD,21610906,828,844.0,98.1,1672.0,HF0990
Wera HC III,HC III,Government,MOH,Functional,33.75261,1.86947,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,WERA TOWN BOARD,21611008,558,651.0,85.7,1209.0,HF0993
St. Michael Wera HC III,HC III,NGO,UCMB,Functional,33.73912,1.89455,TESO,AMURIA,AMURIA,WERA,216110,AMURIA COUNTY,AMURIA,AMURIA,WERA,WERA,21611007,2843,3028.0,93.9,5871.0,HF0994
Sapiri HC III,HC III,Government,Local Government,Functional,33.98458,1.01042,BUKEDI,BUDAKA,BUDAKA,BUDAKA,217101,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA,CHALI,21710101,1298,1346.0,96.4,2644.0,HF0996
Namengo HC III,HC III,Private Not For Profit,UCMB,Functional,33.95397,1.01045,BUKEDI,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,217102,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,NAMENGO,21710205,1946,2113.0,92.1,4059.0,HF0997
Budaka HC IV,HC IV,Government,MOH,Functional,33.95179,1.01983,BUKEDI,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,217102,BUDAKA COUNTY,BUDAKA,BUDAKA,BUDAKA TOWN COUNCIL,BWASE,21710202,3178,3677.0,86.4,6855.0,HF0998
Iki-Iki HC III,HC III,Government,MOH,Functional,34.00364,1.10369,BUKEDI,BUDAKA,IKI-IKI,IKI-IKI,217201,IKI-IKI COUNTY,BUDAKA,IKI-IKI,IKI-IKI,IKI-IKI,21720101,2628,3106.0,84.6,5734.0,HF1000
Kaderuna HC III,HC III,Government,MOH,Functional,33.934849,1.123823,BUKEDI,BUDAKA,BUDAKA,KACHOMO,217103,BUDAKA COUNTY,BUDAKA,BUDAKA,KACHOMO,KACHOMO,21710301,2396,2569.0,93.3,4965.0,HF1001
Kameruka HC III,HC III,Government,MOH,Functional,33.9823,1.15538,BUKEDI,BUDAKA,IKI-IKI,KAMERUKA,217202,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMERUKA,KAMERUKA,21720202,1601,1685.0,95.0,3286.0,HF1004
Siita Save HC III,HC III,Private Not For Profit,Local Government,Functional,34.08799,1.07428,BUKEDI,BUDAKA,IKI-IKI,KAMONKOLI,217203,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMONKOLI,BUNYOLO,21720301,2011,2130.0,94.4,4141.0,HF1006
Kamonkoli HC III,HC III,Government,MOH,Functional,34.09776,1.0781,BUKEDI,BUDAKA,IKI-IKI,KAMONKOLI,217203,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KAMONKOLI,KAMONKOLI,21720304,3088,3307.0,93.4,6395.0,HF1007
Katira HC III,HC III,Government,MOH,Functional,34.04097,1.11135,BUKEDI,BUDAKA,IKI-IKI,KATIIRA,217204,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KATIIRA,KATIIRA,21720402,2196,2305.0,95.3,4501.0,HF1008
Kerekerene HC III,HC III,Government,MOH,Functional,34.03674,1.14654,BUKEDI,BUDAKA,IKI-IKI,KATIIRA,217204,IKI-IKI COUNTY,BUDAKA,IKI-IKI,KATIIRA,KEREKERENE,21720404,2271,2375.0,95.6,4646.0,HF1009
Lyama HC III,HC III,Government,MOH,Functional,33.93031,0.98664,BUKEDI,BUDAKA,BUDAKA,LYAMA,217106,BUDAKA COUNTY,BUDAKA,BUDAKA,LYAMA,LYAMA,21710601,2421,2581.0,93.8,5002.0,HF1011
River Side Medical Research Centre,HC III,Private For Profit,CSO,Functional,34.11815,1.0783,BUKEDI,BUDAKA,IKI-IKI,MUGITI,217205,IKI-IKI COUNTY,BUDAKA,IKI-IKI,MUGITI,NYANZA,21720505,1805,1975.0,91.4,3780.0,HF1012
Naboa HC III,HC III,Government,MOH,Functional,34.01782,1.04147,BUKEDI,BUDAKA,BUDAKA,NABOA,217107,BUDAKA COUNTY,BUDAKA,BUDAKA,NABOA,LUPADA,21710702,1461,1528.0,95.6,2989.0,HF1013
Bududa HOSPITAL,General Hospital,Government,MOH,Functional,34.332262,1.00907,BUGISU_SEBEI,BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,218102,MANJIYA COUNTY,BUDUDA,MANJIYA,BUDUDA TOWN COUNCIL,BULOLI SOUTH,21810202,692,796.0,86.9,1488.0,HF1015
Bukalasi HC III,HC III,Government,Local Government,Functional,34.390969,1.081121,BUGISU_SEBEI,BUDUDA,MANJIYA,BULUCHEKE,218107,LUTSESHE COUNTY,BUDUDA,MANJIYA,BULUCHEKE,SAKUSAKU,21810706,2615,2355.0,111.0,4970.0,HF1016
Bukibokolo HC III,HC III,Government,MOH,Functional,34.2927,0.98784,BUGISU_SEBEI,BUDUDA,MANJIYA,BUKIBOKOLO,218105,MANJIYA COUNTY,BUDUDA,MANJIYA,BUKIBOKOLO,BUNAMUKYE,21810505,1049,1049.0,100.0,2098.0,HF1017
Bukigai   HC III,HC III,Government,MOH,Functional,34.369828,1.002669,BUGISU_SEBEI,BUDUDA,MANJIYA,BUBIITA,218101,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUBIITA,MAABA,21810101,699,698.0,100.1,1397.0,HF1019
Bulucheke HCIII,HC III,Government,MOH,,34.37302,1.02831,BUGISU_SEBEI,BUDUDA,MANJIYA,BULUCHEKE,218107,LUTSESHE COUNTY,BUDUDA,MANJIYA,BULUCHEKE,BUMWALYE,21810704,1135,1078.0,105.3,2213.0,HF1021
Bufuma HC III,HC III,Government,MOH,Functional,34.393996,1.038176,BUGISU_SEBEI,BUDUDA,MANJIYA,BUMAYOKA,218109,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUMAYOKA,BUBUKASHA,21810901,833,862.0,96.6,1695.0,HF1022
Bushiyi HC III,HC III,Government,MOH,Functional,34.38535,1.05148,BUGISU_SEBEI,BUDUDA,MANJIYA,BUSHIYI,218112,LUTSESHE COUNTY,BUDUDA,MANJIYA,BUSHINYI,BUSIRIWA,21811205,1375,1310.0,105.0,2685.0,HF1025
Bushika HC III,HC III,Government,MOH,Functional,34.355,1.05493,BUGISU_SEBEI,BUDUDA,MANJIYA,NAKATSI,218115,MANJIYA COUNTY,BUDUDA,MANJIYA,NAKATSI,BUMUSENYI,21811502,1761,1841.0,95.7,3602.0,HF1026
Bugiri Mayuge HC III GOVT,HC III,Government,MOH,Functional,33.8013,0.40711,BUSOGA,BUGIRI,BUKOOLI NORTH,BUDHAYA,201201,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUDHAYA,MAYUGE,20120104,4590,4865.0,94.3,9455.0,HF1031
Bugiri HOSPITAL,General Hospital,Government,MOH,Functional,33.742088,0.575261,BUSOGA,BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,201102,BUGIRI MUNICIPALITY,BUGIRI,BUGIRI MUNICIPALITY,WESTERN DIVISION,NDIFAKULYA  WARD,20110202,3021,3532.0,85.5,6553.0,HF1032
Bulesa HC III,HC III,Government,MOH,Functional,33.828237,0.48484,BUSOGA,BUGIRI,BUKOOLI NORTH,BULESA,201203,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULESA,NAMASERE,20120306,3955,4121.0,96.0,8076.0,HF1036
Bulidha HC III,HC III,Government,MOH,Functional,33.7279,0.42378,BUSOGA,BUGIRI,BUKOOLI NORTH,BULIDHA,201204,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BULINDHA,BULINDHA,20120401,2813,2946.0,95.5,5759.0,HF1037
Buluguyi HC III,HC III,Government,MOH,Functional,33.898946,0.576291,BUSOGA,BUGIRI,BUKOOLI NORTH,BULUGUYI,201205,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,BULUGUYI,BUGAYI,20120502,2280,2344.0,97.3,4624.0,HF1039
Bugiri Buwunga HC III GOVT,HC III,Government,MOH,Functional,33.68956,0.54843,BUSOGA,BUGIRI,BUKOOLI NORTH,BUWUNGA,201206,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,BUWUNGA,BUWUNGA,20120606,2145,2428.0,88.3,4573.0,HF1044
Iwemba HC III,HC III,Government,MOH,Functional,33.807477,0.60354,BUSOGA,BUGIRI,BUKOOLI NORTH,IWEMBA,201207,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,IWEMBA,IWEMBA,20120703,1937,1924.0,100.7,3861.0,HF1048
Kayango HC III,HC III,Government,MOH,Functional,33.833995,0.557728,BUSOGA,BUGIRI,BUKOOLI NORTH,KAPYANGA,201208,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,KAPYANGA,NAMUKONGE,20120808,4434,4804.0,92.3,9238.0,HF1054
Muterere HC III,HC III,Government,MOH,Functional,33.775,0.43509,BUSOGA,BUGIRI,BUKOOLI NORTH,MUTERERE,201209,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,MUTERERE,MUTERERE TOWN BOARD,20120905,2075,2330.0,89.1,4405.0,HF1058
Nabukalu HC III,HC III,Government,MOH,Functional,33.729257,0.650602,BUSOGA,BUGIRI,BUKOOLI NORTH,NABUKALU,201210,BUKOOLI COUNTY NORTH,BUGIRI,BUKOOLI,NABUKALU,KASITA,20121005,1980,1930.0,102.6,3910.0,HF1060
Nankoma HC IV,HC IV,Government,MOH,Functional,33.678343,0.454007,BUSOGA,BUGIRI,BUKOOLI NORTH,NANKOMA,201211,BUKOOLI COUNTY CENTRAL,BUGIRI,BUKOOLI,NANKOMA,NANKOMA TOWN BOARD,20121106,4145,4597.0,90.2,8742.0,HF1063
Bukedea HC IV,HC IV,Government,MOH,Functional,34.04192,1.33219,TESO,BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL,219102,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL,KACHABULE,21910204,1171,1247.0,93.9,2418.0,HF1065
Kachumbala HC III,HC III,Government,MOH,Functional,34.120618,1.211426,TESO,BUKEDEA,BUKEDEA,KACHUMBALA,219103,KACHUMBALA COUNTY,BUKEDEA,BUKEDEA,KACHUMBALA,KONGOIDI,21910311,1829,1950.0,93.8,3779.0,HF1069
Kidongole HC III,HC III,Government,MOH,Functional,33.979115,1.263451,TESO,BUKEDEA,BUKEDEA,KIDONGOLE,219104,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,KIDONGOLE,KIDONGOLE,21910407,1465,1560.0,93.9,3025.0,HF1071
Kolir HC III,HC III,Government,MOH,Functional,34.16476,1.32296,TESO,BUKEDEA,BUKEDEA,KOLIR,219105,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,KOLIR,KOLIR,21910509,1852,2092.0,88.5,3944.0,HF1075
Kabarwa HC III,HC III,Government,MOH,Functional,34.127508,1.44269,TESO,BUKEDEA,BUKEDEA,MALERA,219106,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,MALERA,KABARWA,21910601,1259,1338.0,94.1,2597.0,HF1076
Malera HC III,HC III,Government,MOH,Functional,34.049877,1.437915,TESO,BUKEDEA,BUKEDEA,MALERA,219106,BUKEDEA COUNTY,BUKEDEA,BUKEDEA,MALERA,KACOC,21910604,2130,2358.0,90.3,4488.0,HF1077
Chesower HC III,HC III,Government,MOH,Functional,34.66169,1.34089,BUGISU_SEBEI,BUKWO,KONGASIS,CHESOWER,220104,KONGASIS COUNTY,BUKWO,KONGASIS,CHESOWER,BISHO,22010401,757,753.0,100.5,1510.0,HF1079
Kortek HC III,HC III,Government,MOH,Functional,34.71091,1.30102,BUGISU_SEBEI,BUKWO,KONGASIS,KABEI,220105,KONGASIS COUNTY,BUKWO,KONGASIS,KABEI,KAPSENETON,22010502,959,1009.0,95.0,1968.0,HF1084
Buginyanya HC III,HC III,Government,MOH,Functional,34.36559,1.27896,BUGISU_SEBEI,BULAMBULI,BULAMBULI,MASIIRA,225115,ELGON COUNTY,BULAMBULI,BULAMBULI,MASIIRA,KIKOBERO,22511506,1130,1209.0,93.5,2339.0,HF1086
Bukhalu HC III,HC III,Government,MOH,Functional,34.255636,1.306331,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BUKHALU,225102,BULAMBULI COUNTY,BULAMBULI,BULAMBULI,BUKHALU,BUKHALU,22510201,771,859.0,89.8,1630.0,HF1089
Buyaga HC III,HC III,Government,,Functional,34.271603,1.315471,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BUKHALU,225102,BULAMBULI COUNTY,BULAMBULI,BULAMBULI,BUKHALU,SIMU,22510215,652,612.0,106.5,1264.0,HF1090
Muyembe HC IV,HC IV,Government,MOH,Functional,34.29106,1.33071,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BULAMBULI TOWN COUNCIL,225104,BULAMBULI COUNTY,BULAMBULI,BULAMBULI,BULAMBULI TOWN COUNCIL,ADMINISTRATION,22510401,398,521.0,76.4,919.0,HF1092
Buluganya HC III,HC III,Government,MOH,Functional,34.399169,1.210482,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BUMASOBO,225108,ELGON COUNTY,BULAMBULI,BULAMBULI,BUMASOBO,NAZWAZWA,22510805,496,475.0,104.4,971.0,HF1094
Bumasobo HC III,HC III,Government,MOH,Functional,34.37977,1.21082,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BUMASOBO,225108,ELGON COUNTY,BULAMBULI,BULAMBULI,BUMASOBO,BUSHUNU,22510803,619,578.0,107.1,1197.0,HF1095
Bunambutye HC III,HC III,Government,MOH,Functional,34.35103,1.4208,BUGISU_SEBEI,BULAMBULI,BULAMBULI,BUNAMBUTYE,225110,BULAMBULI COUNTY,BULAMBULI,BULAMBULI,BUNAMBUTYE,BUMASARI,22511002,262,231.0,113.4,493.0,HF1100
Bumwambu HC III,HC III,Government,MOH,Functional,34.35324,1.26182,BUGISU_SEBEI,BULAMBULI,BULAMBULI,LUSHA,225114,ELGON COUNTY,BULAMBULI,BULAMBULI,LUSHA,BUMWAMBU,22511401,1075,1105.0,97.3,2180.0,HF1101
Masira HC III,HC III,Government,MOH,Functional,34.37704,1.28887,BUGISU_SEBEI,BULAMBULI,BULAMBULI,NAMISUNI,225115,ELGON COUNTY,BULAMBULI,BULAMBULI,NAMISUNI,NAMUDONGO,22511707,680,623.0,109.1,1303.0,HF1102
Gamatimbei HC III,HC III,Government,MOH,Functional,34.35095,1.29666,BUGISU_SEBEI,BULAMBULI,BULAMBULI,NAMISUNI,225117,ELGON COUNTY,BULAMBULI,BULAMBULI,NAMISUNI,LUSASO,22511703,632,641.0,98.6,1273.0,HF1103
Bumugusha HC III,HC III,Government,MOH,Functional,34.32551,1.27154,BUGISU_SEBEI,BULAMBULI,BULAMBULI,SISIYI,225118,ELGON COUNTY,BULAMBULI,BULAMBULI,SISIYI,BUMUGUSHA,22511801,908,867.0,104.7,1775.0,HF1105
Bulumbi HC III,HC III,Government,MOH,Functional,33.984595,0.505253,BUKEDI,BUSIA,SAMIA-BUGWE,BULUMBI,202202,SAMIA BUGWE COUNTY NORTH,BUSIA,SAMIA-BUGWE,BULUMBI,BUBANGO,20220201,1960,2109.0,92.9,4069.0,HF1107
Busitema HC III,HC III,Government,MOH,Functional,34.03983,0.555747,BUKEDI,BUSIA,SAMIA-BUGWE,BUSITEMA,202204,SAMIA BUGWE COUNTY NORTH,BUSIA,SAMIA-BUGWE,BUSITEMA,SYANYONJA,20220404,2165,2302.0,94.0,4467.0,HF1111
Dabani HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,34.051798,0.439779,BUKEDI,BUSIA,SAMIA-BUGWE,DABANI,202207,SAMIA BUGWE COUNTY NORTH,BUSIA,SAMIA-BUGWE,DABANI,DABANI,20220704,3380,3462.0,97.6,6842.0,HF1113
Lunyo HC III,HC III,Government,MOH,Functional,33.910523,0.331343,BUKEDI,BUSIA,SAMIA-BUGWE,LUNYO,202209,SAMIA BUGWE COUNTY SOUTH,BUSIA,SAMIA-BUGWE,LUNYO,BUSIABALA,20220901,1365,1534.0,89.0,2899.0,HF1115
Budumba HC III,HC III,Government,MOH,Functional,33.85722,0.822326,BUKEDI,BUTALEJA,BUNYOLE,BUDUMBA,221101,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,BUDUMBA,MABALE,22110105,1668,1636.0,102.0,3304.0,HF1119
Busaba HC III,HC III,Government,MOH,Functional,33.8259,0.87958,BUKEDI,BUTALEJA,BUNYOLE,BUSABA,221102,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,BUSABA,BUSABA,22110201,2780,2882.0,96.5,5662.0,HF1121
Mulagi HC III,HC III,Private Not For Profit,UCMB,Functional,33.9079,0.87428,BUKEDI,BUTALEJA,BUNYOLE,BUSABA,221102,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,BUSABA,MULAGI,22110203,2376,2498.0,95.1,4874.0,HF1122
Busabi HC III,HC III,Government,MOH,Functional,33.87481,0.77164,BUKEDI,BUTALEJA,BUNYOLE,BUSABI,221103,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,BUSABI,BUSABI,22110302,1998,2154.0,92.8,4152.0,HF1123
Bubalya HC III,HC III,Government,MOH,Functional,33.89926,0.88966,BUKEDI,BUTALEJA,BUNYOLE,NAWANJOFU,221111,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,NAWANJOFU,MASANGHE,22111104,2493,2652.0,94.0,5145.0,HF1124
Busolwe HOSPITAL,General Hospital,Government,MOH,Functional,33.928311,0.852506,BUKEDI,BUTALEJA,BUNYOLE,BUSOLWE TOWN COUNCIL,221105,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,BUSOLWE TOWN COUNCIL,BUSOLWE,22110501,1878,2180.0,86.1,4058.0,HF1125
Nakwasi HC III,HC III,Government,MOH,Functional,34.00132,0.9031,BUKEDI,BUTALEJA,BUNYOLE,BUTALEJA,221106,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,BUTALEJA,NAKWASI,22110605,2409,2463.0,97.8,4872.0,HF1126
Butaleja HC III,HC III,Government,MOH,Functional,33.954659,0.918074,BUKEDI,BUTALEJA,BUNYOLE,BUTALEJA TOWN COUNCIL,221107,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,BUTALEJA TOWN COUNCIL,NANYULU,22110705,1038,1077.0,96.4,2115.0,HF1127
Kangalaba HC III,HC III,Government,MOH,Functional,34.08666,0.97065,BUKEDI,BUTALEJA,BUNYOLE,MAZIMASA,221110,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,MAZIMASA,MAZIMASA,22111006,1845,1928.0,95.7,3773.0,HF1128
Nabiganda HC III,HC III,Government,MOH,Functional,34.02468,0.96905,BUKEDI,BUTALEJA,BUNYOLE,KACHONGA,221109,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,KACHONGA,NAMPOLOGOMA,22110905,2332,2464.0,94.6,4796.0,HF1129
Kabasa Memorial HOSPITAL,General Hospital,Private Not For Profit,Local Government,Functional,34.0327,0.95557,BUKEDI,BUTALEJA,BUNYOLE,MAZIMASA,221110,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,MAZIMASA,LUBEMBE,22111005,3880,4084.0,95.0,7964.0,HF1130
Kachonga HC III,HC III,Private Not For Profit,UCMB,Functional,34.12301,0.98485,BUKEDI,BUTALEJA,BUNYOLE,MAZIMASA,221110,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,MAZIMASA,KACHONGA,22111003,3025,3102.0,97.5,6127.0,HF1131
Bugalo HC III,HC III,Government,MOH,Functional,33.835451,0.922314,BUKEDI,BUTALEJA,BUNYOLE,NAWANJOFU,221111,BUNYOLE WEST COUNTY,BUTALEJA,BUNYOLE,NAWANJOFU,BUGALO,22111103,2717,2676.0,101.5,5393.0,HF1133
Naweyo HC III,HC III,Government,MOH,Functional,34.08392,1.00299,BUKEDI,BUTALEJA,BUNYOLE,NAWEYO,221112,BUNYOLE EAST COUNTY,BUTALEJA,BUNYOLE,NAWEYO,NAWEYO,22111206,1929,2037.0,94.7,3966.0,HF1134
Buyende Bugaya HC III GOVT,HC III,Government,MOH,Functional,33.24047,1.06149,BUSOGA,BUYENDE,BUDIOPE,BUGAYA,226101,BUDIOPE EAST COUNTY,BUYENDE,BUDIOPE,BUGAYA,BUTAASWA PARISH,22610102,2916,3249.0,89.8,6165.0,HF1139
Buyende HC III,HC III,Government,MOH,Functional,33.16109,1.1572,BUSOGA,BUYENDE,BUDIOPE,BUYENDE TOWN COUNCIL,226104,BUDIOPE WEST COUNTY,BUYENDE,BUDIOPE,BUYENDE TOWN COUNCIL,BUYENDE PARISH,22610403,2687,2523.0,106.5,5210.0,HF1143
Irundu HC III,HC III,Government,MOH,Functional,33.37255,1.21848,BUSOGA,BUYENDE,BUDIOPE,KAGULU,226105,BUDIOPE EAST COUNTY,BUYENDE,BUDIOPE,KAGULU,IRUNDU PARISH,22610503,5813,6102.0,95.3,11915.0,HF1145
Kidera HC IV,HC IV,Government,MOH,Functional,32.989,1.33687,BUSOGA,BUYENDE,BUDIOPE,KIDERA,226106,BUDIOPE WEST COUNTY,BUYENDE,BUDIOPE,KIDERA,KIDERA PARISH,22610605,4622,4834.0,95.6,9456.0,HF1147
Nkondo HC III,HC III,Government,MOH,Functional,33.07024,1.31229,BUSOGA,BUYENDE,BUDIOPE,NKONDO,226107,BUDIOPE WEST COUNTY,BUYENDE,BUDIOPE,NKONDO,NDULYA PARISH,22610704,3130,3246.0,96.4,6376.0,HF1151
Bulamagi HC III,HC III,Government,MOH,Functional,33.44124,0.62902,BUSOGA,IGANGA,KIGULU,BULAMOGI,203301,KIGULU COUNTY SOUTH,IGANGA,KIGULU,BULAMOGI,BWANALIRA,20330103,2816,2862.0,98.4,5678.0,HF1155
Besembaita HC III,HC III,Government,MOH,Functional,33.59912,0.73248,BUSOGA,IGANGA,BUGWERI,NAMALEMBA,203106,BUGWERI COUNTY,IGANGA,BUGWERI,NAMALEMBA,NAMALEMBA,20310603,3728,4117.0,90.6,7845.0,HF1156
Lubira HC III,HC III,Government,MOH,Functional,33.6271,0.71558,BUSOGA,IGANGA,BUGWERI,BUYANGA,203102,BUGWERI COUNTY,IGANGA,BUGWERI,BUYANGA,LUBIRA,20310208,2137,2120.0,100.8,4257.0,HF1160
Busesa HC IV,HC IV,Government,MOH,Functional,33.59166,0.62609,BUSOGA,IGANGA,BUGWERI,IBULANKU,203103,BUGWERI COUNTY,IGANGA,BUGWERI,IBULANKU,IBAAKO,20310303,2913,3180.0,91.6,6093.0,HF1165
Iganga HOSPITAL,General Hospital,Government,MOH,Functional,33.48449,0.61649,BUSOGA,IGANGA,IGANGA MUNICIPALITY,CENTRAL DIVISION,203201,IGANGA MUNICIPALITY,IGANGA,IGANGA MUNICIPALITY,CENTRAL,NAKAVULE,20320105,2544,3192.0,79.7,5736.0,HF1166
Iganga Islamic Medical Center HC III,HC III,Private Not For Profit,UMMB,Functional,33.47537,0.61222,BUSOGA,IGANGA,IGANGA MUNICIPALITY,CENTRAL DIVISION,203201,IGANGA MUNICIPALITY,IGANGA,IGANGA MUNICIPALITY,CENTRAL,KASOKOSO,20320102,1067,1425.0,74.9,2492.0,HF1169
Iganga Town Council HC III,HC III,Government,MOH,Functional,33.47954,0.61598,BUSOGA,IGANGA,IGANGA MUNICIPALITY,NORTHERN DIVISION,203202,IGANGA MUNICIPALITY,IGANGA,IGANGA MUNICIPALITY,NORTHERN,NKONO,20320205,1967,2461.0,79.9,4428.0,HF1171
